basename,mags_and_gtdb,gtdb,mags_and_gtdbreps,gtdb_reps,mag_only
SRR8960217,0.802398347,0.745918246,0.782637781,0.62441594,0.446046132
SRR8960220,0.829301347,0.776605715,0.81517651,0.633266925,0.445890846
SRR8960222,0.736235222,0.69100192,0.71631788,0.612608333,0.3816667
SRR8960223,0.848077221,0.790953045,0.817309086,0.640391089,0.487988082
SRR8960225,0.829932261,0.774785646,0.806907512,0.63945231,0.466317044
SRR8960228,0.823515519,0.763636286,0.806480646,0.637422459,0.422229245
SRR8960230,0.833499087,0.768522968,0.809025824,0.633074906,0.426180901
SRR8960232,0.858455618,0.814639758,0.818931793,0.660562612,0.410450235
SRR8960233,0.802755741,0.728431981,0.77655902,0.609277266,0.467899063
SRR8960234,0.788783071,0.710942192,0.768469246,0.602473451,0.408608439
SRR8960235,0.842039285,0.763240803,0.813596257,0.640495108,0.485874087
SRR8960236,0.807636984,0.748954177,0.781343495,0.639301071,0.417014758
SRR8960237,0.737754037,0.693468053,0.729409914,0.610601797,0.304578413
SRR8960239,0.824637325,0.753797243,0.798418901,0.598421623,0.491815403
SRR8960240,0.795650062,0.709378609,0.771517777,0.58553088,0.439820869
SRR8960241,0.82993338,0.769126639,0.805892811,0.644670009,0.481282735
SRR8960242,0.840562474,0.754579544,0.810184531,0.598210916,0.463099352
SRR8960243,0.797592961,0.736227869,0.779187661,0.595754828,0.47094889
SRR8960244,0.791855721,0.718277207,0.777363208,0.599494349,0.444672253
SRR8960245,0.757054359,0.661256331,0.750529219,0.591894236,0.355774616
SRR8960246,0.887357248,0.811395367,0.87154071,0.648283899,0.501238672
SRR8960247,0.780375623,0.700942361,0.775448112,0.608377741,0.376502046
SRR8960248,0.801572152,0.737150937,0.778261555,0.608099502,0.457841994
SRR8960249,0.772174012,0.623678811,0.705027041,0.520834802,0.410744714
SRR8960250,0.832023773,0.773489087,0.806488729,0.650871241,0.426460875
SRR8960251,0.836586827,0.779059012,0.810332408,0.642533973,0.420739286
SRR8960252,0.813289803,0.758489423,0.781481024,0.632481147,0.453380972
SRR8960253,0.757497085,0.685847818,0.755116609,0.59856807,0.359114771
SRR8960254,0.764635743,0.691027585,0.749847188,0.582608199,0.438807015
SRR8960255,0.812470845,0.756739963,0.791942553,0.633734085,0.413728911
SRR8960256,0.750736466,0.679111735,0.737577819,0.573197535,0.44530619
SRR8960257,0.859594515,0.80445024,0.816304851,0.630467434,0.479375179
SRR8960258,0.848726437,0.80802198,0.826373949,0.683382387,0.396641333
SRR8960259,0.822366494,0.772942497,0.803940452,0.646182192,0.427539285
SRR8960260,0.779658106,0.727875564,0.732307597,0.576364304,0.462249026
SRR8960261,0.7626303,0.690909382,0.756245251,0.596697923,0.41955692
SRR8960262,0.797842844,0.720656192,0.791355142,0.615549677,0.407094093
SRR8960263,0.797303195,0.729434012,0.747639575,0.562953397,0.543520765
SRR8960264,0.839008725,0.780372209,0.809975669,0.636923984,0.453049501
SRR8960266,0.774192873,0.727817821,0.746121947,0.614930022,0.431693048
SRR8960268,0.858036449,0.817703246,0.827148581,0.654881826,0.445537499
SRR8960269,0.873750357,0.834944778,0.85104418,0.6847875,0.409856708
SRR8960272,0.840434624,0.784201627,0.817969836,0.649059428,0.427693942
SRR8960273,0.830310943,0.771906364,0.822250021,0.644765462,0.294024971
SRR8960278,0.804907718,0.73026338,0.789772359,0.581676408,0.394862393
SRR8960279,0.762382284,0.690847469,0.752338981,0.585466441,0.449798159
SRR8960280,0.876649112,0.841504958,0.840135859,0.676346521,0.451631837
SRR8960281,0.874629923,0.82527139,0.83617276,0.663893744,0.464824753
SRR8960282,0.824066909,0.766527344,0.805262359,0.644466071,0.422298254
SRR8960283,0.865936075,0.81025317,0.838292398,0.662537441,0.44375
SRR8960284,0.791592064,0.73701123,0.803793084,0.631201258,0.261031203
SRR8960285,0.829094532,0.755824246,0.799308488,0.621142692,0.477538418
SRR8960286,0.872948933,0.802760514,0.856871387,0.609087786,0.451917905
SRR8960287,0.861862519,0.79310922,0.842920769,0.643459458,0.457961504
SRR8960288,0.854755484,0.798661362,0.822586416,0.644019246,0.448063003
SRR8960289,0.850870398,0.791074215,0.828933212,0.650474628,0.47778003
SRR8960290,0.900011573,0.852945909,0.876857587,0.692263514,0.480532601
SRR8960291,0.845686079,0.776436591,0.826224494,0.627329177,0.429094977
SRR8960292,0.881705663,0.826352153,0.85993388,0.65511548,0.521906298
SRR8960293,0.803592845,0.733457362,0.790971073,0.582732873,0.308872108
SRR8960294,0.756986798,0.681899243,0.750652891,0.581312612,0.413171395
SRR8960295,0.822482881,0.78520491,0.806402008,0.645541958,0.355806848
SRR8960296,0.865006927,0.7951663,0.854902704,0.644647521,0.398002924
SRR8960297,0.827373837,0.796658384,0.801022444,0.631240639,0.308359221
SRR8960298,0.735577869,0.636796571,0.728471683,0.565203074,0.424783065
SRR8960299,0.797462056,0.734890972,0.778104402,0.625433856,0.43815488
SRR8960300,0.880846977,0.832473173,0.855181791,0.692456626,0.437608943
SRR8960301,0.787570524,0.715119217,0.75862025,0.591647539,0.453836309
SRR8960302,0.763824424,0.697261765,0.755641958,0.588305782,0.42736939
SRR8960303,0.778093917,0.680401444,0.753447878,0.524826153,0.426833157
SRR8960304,0.774974115,0.719600584,0.758592304,0.606353193,0.429743665
SRR8960305,0.756251754,0.66685563,0.749507597,0.58313533,0.415112938
SRR8960306,0.799321704,0.748596404,0.784751418,0.627016932,0.451713888
SRR8960307,0.858782357,0.812059278,0.820073576,0.651479705,0.430220606
SRR8960308,0.796806653,0.745180981,0.770804283,0.616364541,0.443394359
SRR8960309,0.739262443,0.65269324,0.720546058,0.550128899,0.412886295
SRR8960310,0.765713579,0.700486846,0.755964611,0.60210672,0.399777929
SRR8960311,0.708307358,0.62220304,0.715225145,0.532993611,0.369325719
SRR8960312,0.790573522,0.690779872,0.786219675,0.594455942,0.429644621
SRR8960313,0.827321915,0.770797793,0.806424186,0.645448663,0.449278157
SRR8960314,0.837133326,0.771360012,0.823155371,0.606133702,0.417258243
SRR8960315,0.747347462,0.594842427,0.726947356,0.500902536,0.413876598
SRR8960316,0.716116427,0.640101127,0.705921861,0.528516415,0.417069262
SRR8960317,0.786980202,0.71947822,0.782423643,0.609510859,0.421854226
SRR8960318,0.791265512,0.732037754,0.774171099,0.613544812,0.424064355
SRR8960319,0.749737574,0.663648345,0.749144978,0.571167256,0.417994317
SRR8960320,0.649356745,0.571329749,0.672355062,0.522227786,0.282188144
SRR8960321,0.715229563,0.640834092,0.719060137,0.567321892,0.417144067
SRR8960322,0.838986377,0.799991591,0.800124292,0.630568649,0.425007028
SRR8960323,0.816172896,0.751507193,0.785178637,0.619189093,0.482890127
SRR8960324,0.789942251,0.71552556,0.771846529,0.602095526,0.444210623
SRR8960325,0.803353427,0.733067908,0.778635189,0.611614446,0.463341654
SRR8960326,0.731540496,0.646390528,0.725466805,0.558521556,0.409594013
SRR8960327,0.879491649,0.849727598,0.821443578,0.674917264,0.494882285
SRR8960328,0.807390471,0.752581366,0.795942112,0.628894996,0.467625106
SRR8960329,0.768244744,0.690609442,0.759539614,0.581552078,0.453857025
SRR8960330,0.804147477,0.733846628,0.794161001,0.610251327,0.447831738
SRR8960331,0.771978564,0.69453091,0.765927192,0.593791117,0.428823778
SRR8960332,0.831032445,0.780242802,0.809394215,0.632325623,0.412243667
SRR8960333,0.838827363,0.758463965,0.811537767,0.588055427,0.492572624
SRR8960334,0.811439162,0.730067625,0.790104809,0.591998426,0.449924024
SRR8960335,0.794471398,0.720632386,0.772476029,0.602123519,0.4704746
SRR8960336,0.84665771,0.791966741,0.817285475,0.652458175,0.432576884
SRR8960337,0.842840504,0.793444212,0.793732599,0.638902536,0.453305352
SRR8960338,0.841163642,0.779349309,0.814618572,0.632910212,0.478994391
SRR8960339,0.665514597,0.621702943,0.716504146,0.584027792,0.160397117
SRR8960340,0.838569753,0.783835652,0.807071947,0.660115471,0.456189727
SRR8960342,0.869667701,0.828851552,0.805188256,0.639852938,0.437366046
SRR8960343,0.770344478,0.730362848,0.752696044,0.615018079,0.365537493
SRR8960344,0.849122378,0.805181643,0.812197071,0.661973258,0.4560803
SRR8960345,0.804374227,0.748916091,0.762174935,0.620830434,0.449940069
SRR8960346,0.745346726,0.702849386,0.735251416,0.614617425,0.362740452
SRR8960347,0.800301235,0.744765441,0.79022505,0.624527559,0.421613097
SRR8960348,0.782801398,0.737793478,0.77333072,0.623304619,0.392723144
SRR8960349,0.801158714,0.762650117,0.788603466,0.633018863,0.322327793
SRR8960350,0.757768673,0.714538746,0.727383872,0.613500362,0.311371094
SRR8960352,0.798808161,0.743913246,0.776803662,0.613326452,0.405428505
SRR8960353,0.808745952,0.767277014,0.773645722,0.628238722,0.388054522
SRR8960354,0.831002116,0.774846193,0.79143511,0.606263888,0.484293698
SRR8960355,0.851494905,0.806203576,0.818024456,0.65929544,0.426620953
SRR8960357,0.839426324,0.789156292,0.810974193,0.644720291,0.469163658
SRR8960358,0.80587396,0.727540032,0.790691178,0.608969391,0.452276877
SRR8960359,0.704083204,0.603784495,0.677281551,0.497040132,0.442812054
SRR8960360,0.753362288,0.667750078,0.746276093,0.579324799,0.446593087
SRR8960361,0.822859895,0.738419829,0.803806384,0.614749738,0.418787295
SRR8960362,0.767552244,0.697447301,0.759900968,0.589073832,0.43401793
SRR8960363,0.708195455,0.638391255,0.705158166,0.55923296,0.413588563
SRR8960364,0.795108867,0.738630198,0.781326499,0.623156843,0.456160113
SRR8960365,0.775063351,0.680208022,0.755928398,0.572348182,0.460049397
SRR8960366,0.773029443,0.671020204,0.752160794,0.567938143,0.452629948
SRR8960367,0.764213196,0.693682466,0.749204775,0.602639828,0.472258007
SRR8960368,0.813585084,0.747999636,0.800056893,0.591096921,0.467353095
SRR8960369,0.736241894,0.65068726,0.724918036,0.558987257,0.418930933
SRR8960370,0.770219202,0.645892716,0.728706077,0.576892673,0.452679019
SRR8960371,0.793019448,0.710253546,0.767808848,0.594941431,0.461692122
SRR8960372,0.824687804,0.751961133,0.803743693,0.61161886,0.463399243
SRR8960373,0.75062719,0.641219341,0.71357229,0.541482288,0.44685524
SRR8960374,0.864752514,0.814472119,0.833934327,0.653243827,0.470324712
SRR8960376,0.76604959,0.712240959,0.783955787,0.623407083,0.258252817
SRR8960377,0.849126201,0.808571301,0.813125647,0.665276079,0.423628045
SRR8960378,0.839369945,0.797342486,0.812695831,0.642662725,0.489148962
SRR8960379,0.811382969,0.738536995,0.785031214,0.610791072,0.461195509
SRR8960380,0.804993726,0.758084204,0.772536572,0.643414836,0.442975317
SRR8960381,0.727977687,0.652444312,0.738074141,0.573418404,0.309617863
SRR8960382,0.804170724,0.750342336,0.785384443,0.626351419,0.417715499
SRR8960383,0.708488628,0.649128649,0.739938719,0.603386617,0.203588374
SRR8960384,0.834407452,0.777433385,0.805349962,0.65329475,0.430831401
SRR8960385,0.803974786,0.735299573,0.790158326,0.598231124,0.486728332
SRR8960386,0.82237215,0.769084794,0.794731142,0.629729828,0.469523663
SRR8960387,0.771820007,0.65612914,0.754903231,0.568741657,0.404883164
SRR8960388,0.77950729,0.71211839,0.77427687,0.623302694,0.325512424
SRR8960389,0.866525418,0.821421421,0.834865724,0.683806426,0.484678995
SRR8960390,0.844504712,0.815844754,0.812406999,0.59577145,0.3725602
SRR8960391,0.790064724,0.730878629,0.780137188,0.615649618,0.406381552
SRR8960392,0.869058417,0.822799002,0.828305262,0.663660911,0.461173163
SRR8960393,0.773422208,0.690197323,0.774495964,0.593456695,0.366994214
SRR8960394,0.814670878,0.747238686,0.807464014,0.626032917,0.431719996
SRR8960395,0.784446596,0.698475489,0.770958004,0.590933043,0.385296413
SRR8960396,0.812801894,0.740984726,0.796805953,0.625512756,0.454383341
SRR8960397,0.811112684,0.747189695,0.799259962,0.623774616,0.394675532
SRR8960398,0.761431343,0.663495417,0.750846711,0.57694164,0.39824258
SRR8960399,0.776014337,0.700555202,0.747785848,0.566094653,0.430187917
SRR8960400,0.805548777,0.651235173,0.797791391,0.495858858,0.516429278
SRR8960401,0.842626473,0.787208333,0.828620657,0.650020209,0.412652624
SRR8960402,0.799813308,0.740700907,0.780598405,0.61242903,0.472946984
SRR8960403,0.839555331,0.791120898,0.815095148,0.647658365,0.382557408
SRR8960404,0.838383019,0.800651602,0.807733614,0.667924289,0.444451967
SRR8960405,0.822042236,0.773088905,0.8000598,0.644870564,0.407598168
SRR8960406,0.855667915,0.81144689,0.809741361,0.634399146,0.443430657
SRR8960407,0.826735097,0.763314369,0.790461975,0.627243706,0.48111273
SRR8960408,0.823837684,0.744145208,0.768496221,0.592870168,0.505362421
SRR8960409,0.744860369,0.680452729,0.721775901,0.564540474,0.403395332
SRR8960410,0.791410332,0.739263506,0.774547223,0.63962554,0.41897571
SRR8960411,0.740275939,0.685025028,0.722553879,0.588907521,0.380346313
SRR8960412,0.868793208,0.814262942,0.83462692,0.64906445,0.405314142
SRR8960413,0.812460928,0.729731342,0.80586463,0.622435538,0.41297492
SRR8960414,0.912610771,0.870747383,0.874642332,0.705707986,0.412399349
SRR8960415,0.813864479,0.759209804,0.775742828,0.626871827,0.483396167
SRR8960416,0.802296966,0.759767041,0.795329039,0.654018318,0.348961602
SRR8960417,0.786485279,0.72491495,0.783252222,0.62552378,0.393458071
SRR8960418,0.805607016,0.752375744,0.786174676,0.635861131,0.335543391
SRR8960419,0.72508946,0.678490705,0.713619842,0.610619343,0.334167051
SRR8960420,0.796293086,0.746947368,0.788693368,0.619483499,0.41695593
SRR8960421,0.796315302,0.718784468,0.746489431,0.557789152,0.474435301
SRR8960423,0.790294981,0.750165025,0.795068225,0.659926761,0.240061829
SRR8960424,0.859951183,0.813401712,0.83008538,0.656037726,0.451134207
SRR8960425,0.804039764,0.733185521,0.777171703,0.601242737,0.470198606
SRR8960426,0.812934009,0.763431167,0.798942429,0.648215364,0.339415096
SRR8960427,0.811685218,0.738497715,0.787755436,0.608941556,0.452309524
SRR8960428,0.797787035,0.743451058,0.788723128,0.630704799,0.330466865
SRR8960429,0.827346845,0.768367386,0.813007411,0.625532356,0.437823481
SRR8960430,0.786346861,0.712367288,0.781920714,0.610233346,0.380666779
SRR8960431,0.801701375,0.716047243,0.797010302,0.598123615,0.353784404
SRR8960432,0.822296202,0.764809946,0.812688947,0.631338225,0.426509238
SRR8960433,0.701823665,0.628712755,0.70882349,0.561394066,0.378496094
SRR8960434,0.800910188,0.742047005,0.779117301,0.616806434,0.457724944
SRR8960435,0.814213278,0.750333413,0.790272977,0.618909535,0.39100346
SRR8960436,0.802817752,0.736057776,0.776850805,0.587427856,0.457901873
SRR8960437,0.868020166,0.829065487,0.832016066,0.66945258,0.497074974
SRR8960438,0.720172824,0.649319529,0.731769258,0.576998845,0.339761492
SRR8960439,0.818011386,0.758911146,0.795295576,0.639895751,0.411003486
SRR8960440,0.766972633,0.683820125,0.745322674,0.572382275,0.445139058
SRR8960441,0.806696697,0.753722437,0.812972179,0.615750583,0.30886181
SRR8960442,0.785671396,0.706250565,0.779229124,0.602212842,0.396907884
SRR8960443,0.851146888,0.807894052,0.822283181,0.662245789,0.460039758
SRR8960444,0.815699919,0.74905061,0.790002963,0.622271252,0.44761342
SRR8960445,0.827425294,0.765271551,0.806037006,0.645166203,0.443464271
SRR8960446,0.863939097,0.808062984,0.811922455,0.624126411,0.49589325
SRR8960447,0.844470371,0.793073102,0.820040426,0.652832851,0.473122049
SRR8960448,0.81598366,0.750909449,0.804314482,0.632075048,0.446467761
SRR8960449,0.836375548,0.780803306,0.81661515,0.645018704,0.443788927
SRR8960450,0.826611441,0.771768572,0.812589379,0.635637612,0.435316151
SRR8960451,0.705085006,0.621582157,0.724879223,0.568511407,0.285785562
SRR8960452,0.848886589,0.79848891,0.817951271,0.631480085,0.398667916
SRR8960453,0.747319789,0.687266196,0.748978794,0.601422154,0.360981641
SRR8960454,0.864684315,0.829763621,0.837956254,0.678138284,0.346596378
SRR8960455,0.863971897,0.801603837,0.851340842,0.648688692,0.390574329
SRR8960456,0.83472303,0.760180803,0.816088804,0.637994055,0.437894737
SRR8960458,0.882168,0.833578587,0.850067166,0.661899046,0.467380101
SRR8960459,0.901900625,0.856919719,0.879054764,0.699145381,0.359750161
SRR8960460,0.861654506,0.826353868,0.841788898,0.669168021,0.451856284
SRR8960461,0.882090857,0.84278781,0.851122572,0.681014455,0.427627556
SRR8960462,0.840074142,0.76426889,0.822176851,0.571473444,0.386879968
SRR8960463,0.820317831,0.741436305,0.805512102,0.550409039,0.364542055
SRR8960464,0.828983893,0.778978559,0.811232187,0.639275757,0.385768761
SRR8960465,0.871171631,0.82986927,0.821447709,0.684678053,0.408272642
SRR8960466,0.789927245,0.734954962,0.758709716,0.623914918,0.421293426
SRR8960467,0.776190793,0.732865542,0.742585501,0.621869464,0.375503944
SRR8960468,0.734848064,0.676519027,0.706075205,0.59175836,0.398205791
SRR8960469,0.878519513,0.841042081,0.843178838,0.674492432,0.43538569
SRR8960470,0.783220083,0.729153559,0.787991944,0.639392788,0.398592334
SRR8960471,0.774636673,0.713796652,0.765813082,0.608323447,0.416176048
SRR8960472,0.787342468,0.708144089,0.789380119,0.607739241,0.394719772
SRR8960473,0.852876487,0.786601728,0.845526606,0.635896426,0.444624427
SRR8960474,0.824718225,0.757937241,0.806703243,0.638393277,0.456912092
SRR8960475,0.816060726,0.753243759,0.77680589,0.59596995,0.551212344
SRR8960476,0.877287923,0.819563148,0.840933959,0.649268772,0.435290472
SRR8960477,0.812704665,0.73616234,0.782114513,0.587392271,0.42097051
SRR8960478,0.876450043,0.802083369,0.853137814,0.634755826,0.460880555
SRR8960479,0.796432645,0.712194498,0.78350803,0.591191349,0.436356078
SRR8960480,0.748559504,0.648052618,0.746579188,0.567592404,0.415132891
SRR8960481,0.789677168,0.684161805,0.770447194,0.57761215,0.473931654
SRR8960482,0.749125095,0.667061932,0.728208157,0.557339367,0.425670028
SRR8960483,0.711747467,0.613742394,0.695083893,0.524052776,0.41275365
SRR8960484,0.844285467,0.780395059,0.820551208,0.635183102,0.451631246
SRR8960485,0.80959381,0.728837877,0.802715812,0.608673077,0.429488365
SRR8960486,0.843034764,0.785181646,0.811905694,0.662142031,0.424978398
SRR8960487,0.838039343,0.78726059,0.803456368,0.660901019,0.424089995
SRR8960488,0.838462898,0.770165041,0.819943375,0.650532686,0.422979095
SRR8960489,0.839713835,0.790213572,0.79580686,0.646071387,0.431958283
SRR8960490,0.895086354,0.829221219,0.872186016,0.640920333,0.49871968
SRR8960491,0.876965791,0.803886946,0.852889054,0.664078646,0.449512955
SRR8960492,0.888023801,0.829830738,0.877290818,0.638547841,0.366349452
SRR8960493,0.853843225,0.812947805,0.818175755,0.644179532,0.400718352
SRR8960494,0.86896875,0.803308355,0.840648705,0.663224321,0.417957117
SRR8960495,0.902813186,0.868516738,0.865182946,0.702792378,0.370526178
SRR8960496,0.877737589,0.823269635,0.856974789,0.672859266,0.432124101
SRR8960497,0.886123875,0.840894407,0.861727087,0.676455739,0.359098582
SRR8960498,0.86495541,0.799957676,0.839386651,0.631744383,0.42754859
SRR8960499,0.874744437,0.820127075,0.848408562,0.682702694,0.421921466
SRR8960500,0.815211086,0.747111763,0.802939909,0.612651755,0.354644616
SRR8960502,0.830876656,0.795018635,0.808569828,0.662856761,0.303839642
SRR8960503,0.894962283,0.857245432,0.875768562,0.70258633,0.386255848
SRR8960504,0.88841116,0.844513779,0.857675112,0.69919372,0.379613185
SRR8960505,0.87551012,0.805891742,0.861643954,0.63415005,0.460478032
SRR8960506,0.881092673,0.808844656,0.864292358,0.603430946,0.499102202
SRR8960507,0.875308658,0.809060082,0.864832627,0.645391773,0.417182481
SRR8960508,0.901794947,0.872016478,0.840373327,0.716355561,0.332254392
SRR8960509,0.895090413,0.834588635,0.870299967,0.65372348,0.435149197
SRR8960510,0.830869306,0.778340701,0.805227193,0.656000165,0.420189244
SRR8960511,0.883912109,0.832243929,0.853772827,0.667547796,0.440678181
SRR8960512,0.758939821,0.701745263,0.737618566,0.590895662,0.437636397
SRR8960513,0.845052853,0.792648452,0.815918235,0.66265582,0.45160165
SRR8960514,0.83747005,0.773098722,0.788793338,0.595521148,0.427460773
SRR8960515,0.743819118,0.633292708,0.743823415,0.546477498,0.399112283
SRR8960516,0.768469369,0.688989337,0.762736625,0.599453705,0.430013472
SRR8960517,0.748068035,0.670217444,0.732432669,0.568912411,0.425155887
SRR8960518,0.838648105,0.772893314,0.826694319,0.635471599,0.474536604
SRR8960519,0.772786323,0.711603218,0.791796583,0.602563115,0.209713235
SRR8960520,0.804057881,0.753048385,0.784437271,0.62257541,0.420699533
SRR8960521,0.848057972,0.783807259,0.829733277,0.651198225,0.472093111
SRR8960522,0.829074173,0.765040881,0.80621233,0.641944565,0.454598311
SRR8960523,0.824500903,0.765529533,0.781750784,0.615300491,0.421372901
SRR8960524,0.82356257,0.76845199,0.81009794,0.631198917,0.453303129
SRR8960525,0.813246561,0.69805703,0.795663247,0.591075915,0.427134239
SRR8960526,0.833897468,0.780942223,0.798661764,0.638300576,0.472542502
SRR8960527,0.851603118,0.803956026,0.820557815,0.636321906,0.476479846
SRR8960528,0.865578559,0.817993184,0.837580297,0.659797937,0.434689954
SRR8960529,0.825171916,0.739663632,0.775095541,0.580186633,0.440697615
SRR8960530,0.833025002,0.754048644,0.790908366,0.59111558,0.455109055
SRR8960531,0.815884365,0.759925973,0.778798478,0.607555807,0.451950681
SRR8960532,0.755592208,0.669429981,0.740351632,0.558840474,0.447725181
SRR8960533,0.799743202,0.753438171,0.779349873,0.637554352,0.427540891
SRR8960538,0.879034829,0.841211283,0.852356396,0.668381845,0.412354833
SRR8960541,0.899963448,0.880511517,0.869738112,0.743636119,0.366524411
SRR8960542,0.90832845,0.85779747,0.87159301,0.694460563,0.436464291
SRR8960543,0.843130737,0.789086445,0.830850349,0.656001676,0.39204249
SRR8960544,0.890192763,0.86307048,0.850681811,0.693551839,0.377201706
SRR8960545,0.834175088,0.771587936,0.79685093,0.607115759,0.471809329
SRR8960547,0.857985758,0.790040444,0.835804402,0.639299199,0.50145229
SRR8960548,0.831770824,0.77001286,0.812714107,0.628416124,0.432426824
SRR8960549,0.771534152,0.709414403,0.757564459,0.606355186,0.44480367
SRR8960550,0.771502961,0.679970508,0.763588392,0.580820488,0.429123036
SRR8960551,0.813379771,0.75463358,0.783980923,0.613048547,0.438760599
SRR8960552,0.864805931,0.820177351,0.832717073,0.661188539,0.476886756
SRR8960553,0.876099571,0.810936908,0.840886725,0.625439339,0.464022125
SRR8960554,0.782946179,0.723977909,0.765321879,0.610875408,0.417303854
SRR8960555,0.815062733,0.761338856,0.805336037,0.659831439,0.422608111
SRR8960556,0.752099146,0.681943623,0.755378245,0.609135917,0.371423832
SRR8960557,0.808378897,0.74429763,0.778037975,0.600077758,0.411717935
SRR8960558,0.859043376,0.791184137,0.835628962,0.626191027,0.480747119
SRR8960559,0.814579415,0.736815123,0.797664523,0.605291628,0.434272118
SRR8960560,0.85901826,0.803157394,0.836295793,0.642286566,0.46651984
SRR8960561,0.858006835,0.809995002,0.831593102,0.660999158,0.448853598
SRR8960562,0.785836458,0.732990537,0.771218011,0.622085656,0.373332127
SRR8960563,0.903979489,0.855922865,0.877604544,0.696527275,0.45284375
SRR8960564,0.836128535,0.786227189,0.818162309,0.631820094,0.412849858
SRR8960565,0.876817388,0.833827226,0.839967513,0.688229786,0.455511302
SRR8960566,0.809195388,0.748853034,0.795919097,0.6263789,0.411207129
SRR8960567,0.843618366,0.789862741,0.810425303,0.629694578,0.425967881
SRR8960568,0.793962096,0.73747495,0.780889051,0.633170745,0.387797619
SRR8960569,0.743192642,0.656376151,0.759091254,0.5905422,0.303442153
SRR8960570,0.821260428,0.770619882,0.79832837,0.63844041,0.430283601
SRR8960571,0.717648527,0.661497407,0.729977372,0.587284465,0.3172022
SRR8960572,0.798624377,0.730621325,0.762867171,0.592273567,0.523756282
SRR8960573,0.838580818,0.781996864,0.801429454,0.636782987,0.432449883
SRR8960574,0.81326871,0.753341608,0.779762946,0.61293188,0.467852524
SRR8960575,0.879005897,0.818636682,0.84045726,0.661064483,0.47696911
SRR8960576,0.853467833,0.800716179,0.830536459,0.655545964,0.431709043
SRR8960577,0.852211943,0.788361922,0.809036881,0.61771774,0.452709423
SRR8960578,0.839952765,0.788848349,0.801655947,0.647925205,0.441878857
SRR8960579,0.81776761,0.765972821,0.797075895,0.653615486,0.465437788
SRR8960580,0.873920252,0.827191734,0.827917647,0.65516902,0.442862308
SRR8960581,0.684714969,0.615804511,0.713860403,0.563286224,0.287423514
SRR8960582,0.857950242,0.811199404,0.822876879,0.666314887,0.465274082
SRR8960583,0.860948543,0.811023641,0.828037233,0.665106238,0.48066713
SRR8960584,0.782351449,0.731552149,0.775614605,0.634411395,0.317334698
SRR8960585,0.865677455,0.821441643,0.830116586,0.654094791,0.482027908
SRR8960586,0.816730141,0.758311314,0.790308195,0.629208436,0.455979674
SRR8960587,0.86076146,0.798476853,0.821637916,0.649840778,0.466896473
SRR8960588,0.830903989,0.785585103,0.827366332,0.68691833,0.404566258
SRR8960589,0.860855331,0.812965472,0.824367738,0.670620005,0.421673358
SRR8960590,0.726849838,0.635664692,0.736087985,0.551948754,0.29168117
SRR8960591,0.817060943,0.740750788,0.789739119,0.626070334,0.44247924
SRR8960592,0.793328755,0.724726386,0.801458329,0.641281794,0.258202107
SRR8960593,0.760586207,0.681160252,0.743714134,0.581838252,0.461110295
SRR8960594,0.83837203,0.790924379,0.807071449,0.6387587,0.475675407
SRR8960595,0.839885252,0.787564126,0.818377167,0.649053758,0.37564411
SRR8960596,0.865420894,0.80730907,0.837015214,0.652805788,0.435226151
SRR8960597,0.847715066,0.792323655,0.820783109,0.655729489,0.435767112
SRR8960598,0.772178295,0.698019791,0.784527137,0.617500159,0.312364055
SRR8960599,0.80592511,0.757962209,0.794379057,0.64994943,0.42909792
SRR8960600,0.808268932,0.736200258,0.768022462,0.605539029,0.397230289
SRR8960601,0.824536477,0.761566479,0.797942277,0.616707157,0.389112858
SRR8960602,0.80056869,0.738540829,0.783655978,0.635377276,0.404741959
SRR8960603,0.829722087,0.78320551,0.79680343,0.617345268,0.442122044
SRR8960604,0.741263462,0.674736109,0.720552867,0.559411009,0.499654888
SRR8960605,0.770085854,0.718543063,0.770288135,0.625808349,0.337240155
SRR8960607,0.73171486,0.695869516,0.709245711,0.604633385,0.317734046
SRR8960608,0.816115563,0.725079076,0.815931028,0.608275926,0.213662892
SRR8960609,0.851510434,0.788889083,0.820969778,0.661715399,0.438274377
SRR8960610,0.795589105,0.715463295,0.777202807,0.603511014,0.397437183
SRR8960611,0.869231311,0.811034833,0.861689054,0.657265895,0.45014906
SRR8960612,0.859746642,0.796527984,0.837537534,0.657032345,0.409241613
SRR8960613,0.871693392,0.831631173,0.816245639,0.653554081,0.506881614
SRR8960616,0.900472371,0.840909235,0.867285994,0.698689592,0.399390415
SRR8960617,0.801825118,0.730850573,0.769184782,0.566515735,0.452520332
SRR8960618,0.873521779,0.829172845,0.826121086,0.666335703,0.427055943
SRR8960621,0.799349024,0.710570004,0.779626568,0.591087032,0.472878246
SRR8960622,0.782587124,0.713091411,0.78518629,0.59915568,0.367015407
SRR8960623,0.833082195,0.777108075,0.807993088,0.639062359,0.340044053
SRR8960624,0.836238823,0.781323997,0.812024252,0.636838208,0.467422037
SRR8960625,0.790949911,0.69086382,0.753736167,0.56797419,0.482205289
SRR8960626,0.786472012,0.697078498,0.77808114,0.596394396,0.441485337
SRR8960627,0.823563389,0.765278574,0.81089463,0.605556352,0.437593066
SRR8960628,0.774435414,0.699024553,0.747200523,0.568415913,0.468332428
SRR8960629,0.796756005,0.731117166,0.773874439,0.602581222,0.465382655
