acc,Bariatricus_sp004560705.branchw,JAFBIX01_sp021531895.branchw,Limosilactobacillus_reuteri.branchw,Lactobacillus_amylovorus.branchw,Sodaliphilus_sp004557565.branchw,UBA2868_sp004552595.branchw,Mogibacterium_A_kristiansenii.branchw,Prevotella_sp002251295.branchw,Cryptobacteroides_sp900546925.branchw,Holdemanella_porci.branchw,Prevotella_pectinovora.branchw,Prevotella_sp000434975.branchw,Fimisoma_sp002320005.branchw,Collinsella_sp002391315.branchw
SRR21969401,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR21969447,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11080606,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5580037,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR13712923,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18572820,1,0,1,1,1,0,1,1,1,0,1,1,1,1
ERR11589919,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR912009,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7188232,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR3521985,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28751633,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR20677905,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11504705,1,0,0,0,0,0,0,0,0,1,0,1,0,1
ERR11570088,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570797,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11564180,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11564573,1,0,0,0,0,0,1,0,0,0,0,0,0,1
SRR21938447,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR11124877,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SRR11183779,1,1,0,0,1,1,1,0,0,0,0,0,1,1
ERR11473682,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11477564,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11457186,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18572802,1,1,1,1,0,0,1,1,1,0,1,1,1,1
ERR10688020,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR22560192,1,1,0,0,1,0,1,1,1,0,1,0,1,1
SRR13060947,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR26820280,1,1,0,0,1,1,1,1,1,1,1,0,1,1
SRR17241494,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR22574031,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR18706824,1,0,0,0,0,0,1,0,0,0,0,0,0,1
SRR22078115,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR24686999,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR30924197,1,1,0,0,0,0,1,1,0,1,1,1,0,1
ERR11797717,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR11125433,1,1,0,1,0,1,1,0,1,0,0,0,1,0
ERR6751888,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR5008261,1,0,0,1,1,1,0,1,1,0,1,1,1,0
SRR5008237,1,0,0,1,1,1,1,1,1,1,1,1,1,0
ERR11472917,1,1,0,0,0,0,1,0,0,0,0,0,0,0
ERR11458051,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10125308,1,1,0,0,1,0,1,0,0,1,0,0,0,1
SRR11615199,1,0,1,1,1,1,1,1,1,0,1,1,1,0
SRR19859938,1,0,1,1,0,1,1,0,1,1,0,0,1,0
SRR18391822,1,0,0,0,0,0,0,0,0,1,0,1,0,1
SRR14263182,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4341668,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11564494,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR11183941,1,1,1,1,0,1,1,0,1,1,0,0,1,1
SRR11183998,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11456593,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR13517651,1,1,0,1,1,1,1,1,1,1,1,1,1,0
SRR17622766,1,0,0,0,1,0,1,1,0,1,1,1,0,1
SRR11649941,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8960924,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11125143,1,1,0,0,1,1,1,1,1,0,1,1,1,0
SRR5008239,1,0,0,0,1,1,1,1,1,0,1,1,1,0
ERR12304159,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11457494,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11477707,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11477479,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR25459953,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR3004221,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR17319344,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SRR17241535,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11551380,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR22402317,1,0,0,0,0,0,1,1,0,0,0,0,0,1
SRR21858636,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR10115282,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30235980,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11566657,1,0,0,0,0,0,1,0,0,0,0,0,1,1
ERR11566567,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR5678811,1,1,1,1,0,1,1,0,0,1,0,0,1,1
ERR1137089,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR1305893,1,0,0,0,0,0,1,0,0,1,0,1,0,1
ERR1135341,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR12277003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR20627620,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR4334220,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11569692,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR8960494,1,1,1,1,1,0,1,0,0,0,1,0,1,1
SRR11124948,1,1,0,1,0,1,1,0,0,0,0,1,1,1
ERR209852,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR24962625,1,1,1,1,1,0,1,1,1,0,1,1,1,1
SRR11941566,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6060213,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR2329775,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR17241512,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR25936400,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR7989862,1,1,0,0,0,0,1,0,0,1,0,0,0,1
ERR3521918,1,1,0,0,0,0,1,0,0,0,0,0,0,1
ERR11566699,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11570353,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11564347,1,0,0,0,0,0,0,0,0,1,1,0,0,1
ERR1135281,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR30924216,1,1,0,0,0,0,1,1,0,1,1,1,1,1
SRR10499584,1,0,0,0,0,0,1,0,0,1,1,0,0,0
ERR11457239,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11477361,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11456524,1,0,0,0,0,0,1,0,0,1,0,1,0,0
ERR11457390,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11473908,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR16596992,1,1,1,1,1,1,1,1,1,0,0,0,1,1
SRR21938453,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SRR16329042,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR16329157,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR16327225,1,1,0,0,1,0,1,0,0,1,0,0,1,1
SRR13068843,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR13040388,1,1,1,1,1,1,1,0,0,0,0,0,1,0
SRR27538928,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2241707,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR8114133,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR3593667,1,1,0,0,1,0,1,1,0,1,1,1,0,1
ERR3211983,1,0,0,0,1,1,1,1,1,1,1,1,1,0
ERR3574653,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ERR4678635,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR13517650,1,1,1,1,1,1,1,1,1,0,1,1,1,0
SRR17241653,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR22402271,1,1,0,0,0,0,1,0,0,0,1,0,0,1
SRR21858578,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4333894,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4334080,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11504739,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR11124928,1,1,1,1,0,1,1,0,0,1,0,0,1,1
SRR11126303,1,1,1,1,0,0,1,1,0,1,0,0,1,1
ERR11457395,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11457987,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11477115,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3003914,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR25321194,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR12731721,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR636349,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11569657,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564135,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11799484,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR10769891,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SRR25457347,1,0,0,0,0,0,0,0,0,1,1,1,0,0
SRR28555611,1,0,0,0,0,0,0,0,0,1,0,1,0,1
SRR21885939,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR5678931,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ERR11565377,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570079,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ERR11569758,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ERR11566166,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ERR11569665,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11183423,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR8960157,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11183952,1,1,1,1,1,1,1,1,1,0,0,0,1,1
ERR7365609,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR15520965,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11477961,1,0,0,0,0,0,1,1,0,1,1,1,0,1
ERR1578648,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2597339,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR16188876,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SRR25477922,1,0,0,0,1,0,1,0,0,1,0,1,0,1
SRR18468231,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR4334111,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11569118,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR22243205,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR21938184,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR24884258,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR11124980,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR14369146,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11457918,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR9578330,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5679007,1,1,0,1,1,1,1,1,1,0,1,1,1,0
SRR21290521,1,1,1,1,0,1,1,0,0,1,0,0,1,0
ERR11570599,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ERR6170167,1,1,0,0,1,0,1,0,0,1,0,0,0,1
ERR6618650,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11569012,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR912174,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11457359,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11477323,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3003901,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13061007,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR26820212,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR30025146,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30834804,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11570413,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11566321,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR19109045,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11473056,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR7745402,1,0,0,0,1,0,1,1,1,1,1,1,0,1
SRR23389275,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR3574340,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR25240047,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR5371469,1,1,0,1,1,1,1,1,1,1,1,1,1,0
SRR27558754,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR5866410,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SRR14000536,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ERR3451021,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR25903669,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9295487,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ERR4398759,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR10750253,1,0,0,0,1,0,0,1,0,1,1,1,0,1
SRR17241488,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11566266,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11124697,1,1,0,0,1,0,1,0,0,0,1,0,1,0
ERR11478580,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11457746,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11474163,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11615172,1,1,0,1,0,0,1,1,1,0,1,1,1,0
SRR9218158,1,1,1,1,1,1,1,1,1,0,1,1,1,0
SRR14493004,1,1,0,0,0,0,0,0,0,1,0,0,0,1
ERR11566303,1,0,0,0,0,0,1,1,0,1,1,1,0,1
ERR11569039,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ERR11564321,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1135465,1,1,1,1,1,1,1,1,1,0,1,1,1,0
ERR2213197,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR18491148,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17827823,1,1,0,0,0,0,1,0,0,1,0,0,1,1
SRR17827814,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR26820248,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR8114107,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SRR30769974,1,0,0,0,1,0,0,1,1,1,1,1,0,0
SRR11070335,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR4335283,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6170150,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR24884132,1,0,0,0,1,0,1,0,1,1,1,1,0,1
SRR24884074,1,1,0,0,0,0,1,0,0,1,1,0,0,1
SRR11124699,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR8960938,1,1,1,1,1,0,1,1,1,1,1,1,1,1
ERR1137344,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR17065429,1,1,1,1,0,1,1,1,1,1,0,0,1,1
ERR11478502,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11456716,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11473011,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR16327230,1,1,0,0,1,1,1,1,1,1,1,1,1,1
SRR4425719,1,1,0,0,1,0,1,1,1,1,1,1,1,0
SRR10692353,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR21938996,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR13392910,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12203240,1,0,0,1,1,1,1,1,1,0,1,0,1,0
ERR1539593,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6468547,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR10816020,1,1,0,0,0,0,1,0,0,0,0,0,1,1
SRR14263126,1,0,0,0,0,0,1,0,0,1,0,0,0,0
SRR5056975,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR2597455,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ERR3211890,1,1,0,1,1,1,1,1,1,1,1,1,1,0
SRR8114113,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR11123022,1,1,0,0,1,0,1,1,0,1,1,1,1,1
ERR4682402,1,1,0,0,1,0,1,1,0,1,1,1,1,1
ERR7850100,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR4334024,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11570777,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569130,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564112,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR10692577,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR11124921,1,1,1,1,0,1,1,0,1,1,0,0,1,1
SRR11184095,1,1,1,1,1,1,1,1,1,1,0,1,1,1
ERR11478157,1,0,0,0,0,0,0,0,0,1,1,0,0,1
SRR20662478,1,1,0,0,1,1,1,1,1,1,1,1,1,1
ERR1539374,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR1539411,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR17241644,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11564326,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR7193037,1,0,0,0,1,1,1,1,1,0,1,0,1,0
SRR8960626,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ERR1136624,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11458067,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR10692819,1,1,0,0,0,0,1,0,0,1,0,0,0,1
ERR5729247,1,1,0,1,0,1,1,1,1,0,1,1,1,0
ERR4097169,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR26425198,1,1,0,1,0,0,1,1,0,1,1,1,0,1
SRR17335706,1,0,0,1,1,0,1,0,1,1,0,0,0,1
SRR31127835,1,1,1,1,0,0,1,1,0,0,1,0,0,0
SRR12960527,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR27538738,1,0,0,0,1,0,1,0,0,0,1,0,0,0
SRR7989816,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR576539,1,0,0,0,0,0,1,0,0,0,1,0,0,1
SRR14874683,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR4341691,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ERR4341683,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR589591,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR5235205,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1135337,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR14874744,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11124814,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR8960807,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11473764,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR25947391,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR3562952,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR22028005,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ERR2597535,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR3211917,1,1,0,1,1,1,1,1,1,1,1,1,1,0
SRR27108415,1,1,1,1,1,1,1,1,0,1,1,1,1,0
ERR11570154,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11563969,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28428657,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11126111,1,1,1,1,0,1,1,1,0,1,0,0,1,0
SRR11126249,1,1,1,1,1,1,1,0,0,1,0,0,1,0
ERR9187110,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11477692,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7745559,1,0,0,0,1,0,1,1,1,1,1,1,0,1
ERR3574334,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR16327229,1,1,0,0,0,0,1,0,0,1,0,0,1,1
SRR31120115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR3211921,1,1,0,1,1,1,1,1,1,1,1,1,1,0
ERR4678668,1,1,0,0,0,0,1,1,0,1,1,1,1,1
SRR13712922,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11570425,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR11568962,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR28282949,1,0,0,0,0,0,0,0,0,1,1,0,0,1
SRR11124809,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR8960727,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ERR11029222,1,0,0,0,0,0,1,0,0,1,1,0,0,1
SRR10499599,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR11477255,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ERR3574668,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR18468205,1,1,0,0,0,0,1,0,0,1,0,0,0,1
ERR8977376,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR16555202,1,1,0,0,1,0,1,1,0,1,1,1,0,1
SRR5666659,1,1,1,1,1,1,1,1,1,0,1,1,1,0
SRR15057922,1,1,1,1,0,1,1,1,1,0,1,1,1,0
DRR221385,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR14509829,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR10499598,1,0,0,0,1,0,1,1,0,1,1,1,0,1
ERR11560400,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR12719014,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11473945,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR22077189,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR18654547,1,1,1,1,0,1,1,1,1,0,0,0,1,0
SRR5580327,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR7182052,1,1,1,1,1,0,1,1,1,0,1,1,1,0
SRR25030030,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR6395246,1,1,0,0,0,0,0,0,0,1,0,0,0,0
SRR24315792,1,0,0,0,0,0,1,0,0,1,0,0,1,1
SRR7989894,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9218151,1,1,0,0,1,0,1,1,1,0,1,1,1,1
ERR3648605,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR3607299,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR20627590,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14076393,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17319351,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR14874694,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11565051,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11565135,1,0,0,0,0,0,1,0,0,0,0,0,0,1
SRR30481232,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8960791,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SRR11183643,1,1,0,0,1,1,1,1,0,0,1,1,1,1
SRR11125481,1,1,0,1,1,1,1,1,1,1,0,0,1,1
ERR10101711,1,1,0,0,0,0,1,0,0,0,0,1,0,1
ERR10101484,1,1,0,0,0,0,1,0,0,1,0,0,1,1
ERR11456757,1,0,0,0,0,0,0,0,0,1,0,1,0,1
ERR11472976,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11474254,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ERR11458097,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641697,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5368818,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ERR4678691,1,0,0,0,1,0,1,1,0,1,1,1,0,1
SRR27108360,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR5866371,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR7757514,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR22460726,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRR221357,1,0,0,0,0,0,0,0,0,1,0,1,0,1
ERR11570759,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11808166,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR8960948,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ERR260134,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ERR479254,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SRR18468197,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR28751637,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR6910913,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR4335098,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6212214,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11564376,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30166407,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR11123016,1,0,0,1,0,0,1,1,0,0,1,1,0,0
ERR11474236,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR17319353,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17241510,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR25571557,1,0,0,0,1,0,1,1,1,1,1,1,0,0
SRR26820190,1,1,1,1,1,1,1,1,1,1,1,0,1,0
SRR24653449,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR15032258,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11504678,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11565130,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR636396,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11566342,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22328054,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11029179,1,0,0,0,0,0,1,1,0,1,1,1,0,1
ERR11473616,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12459389,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR23626282,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR10692494,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR28060795,1,1,1,1,1,1,1,0,0,1,0,0,1,1
SRR17827905,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR12960524,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11568967,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11183711,1,1,0,1,0,1,1,0,1,1,0,0,1,0
SRR8960759,1,1,1,1,1,1,1,1,1,1,1,1,1,1
